"head"	"relation"	"tail"
"mondo.0004948"	"associated"	"uniprot.P42336"
"mondo.0019002"	"symptom"	"hpo.0200034"
"mondo.0014991"	"symptom"	"hpo.0002155"
"mondo.0018879"	"symptom"	"hpo.0100725"
"drugbank.DB06626"	"target"	"uniprot.P57058"
"drugbank.DB00917"	"SE"	"meddra.10046820"
"mondo.0013995"	"associated"	"uniprot.P21439"
"mondo.0014034"	"symptom"	"hpo.0000752"
"mondo.0007269"	"associated"	"uniprot.P25874"
"mondo.0009723"	"symptom"	"hpo.0000100"
"drugbank.DB00625"	"SE"	"meddra.10025476"
"mondo.0009720"	"associated"	"uniprot.O75487"
"drugbank.DB01189"	"SE"	"meddra.10044066"
"mondo.0009889"	"symptom"	"hpo.0001971"
"drugbank.DB00582"	"SE"	"meddra.10047302"
"mondo.0014979"	"symptom"	"hpo.0002104"
"mondo.0014794"	"symptom"	"hpo.0002097"
"drugbank.DB00693"	"SE"	"meddra.10022562"
"drugbank.DB06176"	"target"	"uniprot.Q9BY41"
"drugbank.DB01194"	"target"	"uniprot.P22748"
"mondo.0012124"	"symptom"	"hpo.0002104"
"mondo.0007110"	"symptom"	"hpo.0001680"
"mondo.0018309"	"associated"	"uniprot.P78509"
"mondo.0018309"	"associated"	"uniprot.P07949"
"mondo.0014892"	"associated"	"uniprot.O75962"
"drugbank.DB01175"	"SE"	"meddra.10002948"
"mondo.0009723"	"associated"	"uniprot.P28331"
"mondo.0011664"	"symptom"	"hpo.0001878"
"mondo.0009689"	"symptom"	"hpo.0002098"
"mondo.0009192"	"symptom"	"hpo.0002904"
"drugbank.DB00776"	"SE"	"meddra.10000496"
"mondo.0014492"	"associated"	"uniprot.Q63ZY3"
"mondo.0016830"	"symptom"	"hpo.0002155"
"mondo.0013865"	"associated"	"uniprot.Q9Y2Z2"
"mondo.0018177"	"associated"	"uniprot.O95365"
"mondo.0019949"	"symptom"	"hpo.0010628"
"mondo.0002546"	"associated"	"uniprot.P35240"
"drugbank.DB00843"	"SE"	"meddra.10035759"
"drugbank.DB09276"	"target"	"uniprot.P00533"
"mondo.0009165"	"associated"	"uniprot.Q9UMW8"
"drugbank.DB00285"	"SE"	"meddra.10027162"
"mondo.0005683"	"symptom"	"hpo.0004418"
"mondo.0018963"	"symptom"	"hpo.0002875"
"mondo.0010132"	"associated"	"uniprot.Q1HG44"
"mondo.0013578"	"symptom"	"hpo.0001562"
"mondo.0015019"	"symptom"	"hpo.0001714"
"mondo.0014857"	"symptom"	"hpo.0010535"
"drugbank.DB00710"	"SE"	"meddra.10015461"
"mondo.0015452"	"symptom"	"hpo.0002884"
"mondo.0005313"	"symptom"	"hpo.0002586"
"drugbank.DB00924"	"target"	"uniprot.P41595"
"mondo.0008458"	"associated"	"uniprot.Q96I25"
"drugbank.DB00674"	"SE"	"meddra.10027162"
"drugbank.DB00706"	"target"	"uniprot.P35368"
"drugbank.DB00641"	"SE"	"meddra.10047115"
"mondo.0010847"	"associated"	"uniprot.O15265"
"mondo.0016642"	"symptom"	"hpo.0002354"
"mondo.0011510"	"symptom"	"hpo.0002558"
"drugbank.DB01083"	"target"	"uniprot.P16233"
"drugbank.DB06626"	"target"	"uniprot.Q9BRS2"
"drugbank.DB01088"	"SE"	"meddra.10044684"
"drugbank.DB01406"	"target"	"uniprot.P0DMS8"
"mondo.0009181"	"symptom"	"hpo.0000491"
"drugbank.DB00624"	"SE"	"meddra.10015068"
"mondo.0011928"	"symptom"	"hpo.0002475"
"drugbank.DB01072"	"SE"	"meddra.10008629"
"drugbank.DB00370"	"SE"	"meddra.10026749"
"drugbank.DB08873"	"SE"	"meddra.10002942"
"mondo.0016512"	"associated"	"uniprot.O14686"
"mondo.0017623"	"symptom"	"hpo.0003002"
"mondo.0014359"	"symptom"	"hpo.0001061"
"mondo.0008006"	"associated"	"uniprot.O60673"
"drugbank.DB00461"	"SE"	"meddra.10029148"
"drugbank.DB01268"	"target"	"uniprot.Q8N4C8"
"mondo.0007318"	"symptom"	"hpo.0000823"
"mondo.0019200"	"associated"	"uniprot.Q8IXQ5"
"drugbank.DB00749"	"target"	"uniprot.P35354"
"mondo.0013530"	"associated"	"uniprot.Q14524"
"drugbank.DB00688"	"SE"	"meddra.10002241"
"drugbank.DB06176"	"target"	"uniprot.Q9UQL6"
"mondo.0014735"	"associated"	"uniprot.P55072"
"mondo.0018921"	"associated"	"uniprot.Q53EZ4"
"drugbank.DB06202"	"SE"	"meddra.10028836"
"drugbank.DB00491"	"SE"	"meddra.10022687"
"mondo.0012250"	"symptom"	"hpo.0002317"
"drugbank.DB01268"	"target"	"uniprot.P06241"
"mondo.0007201"	"symptom"	"hpo.0000858"
"mondo.8000006"	"symptom"	"hpo.0100750"
"mondo.0020739"	"symptom"	"hpo.0002150"
"mondo.0009949"	"symptom"	"hpo.0003128"
"mondo.0013418"	"symptom"	"hpo.0001699"
"drugbank.DB01080"	"SE"	"meddra.10043101"
"drugbank.DB13919"	"target"	"uniprot.P24557"
"mondo.0007435"	"associated"	"uniprot.Q99574"
"drugbank.DB06335"	"target"	"uniprot.P27487"
"drugbank.DB00285"	"SE"	"meddra.10049195"
"mondo.0009532"	"associated"	"uniprot.O43502"
"mondo.0012883"	"associated"	"uniprot.Q7Z5L9"
"drugbank.DB09276"	"target"	"uniprot.P07711"
"drugbank.DB00740"	"SE"	"meddra.10002241"
"drugbank.DB00480"	"SE"	"meddra.10023232"
"mondo.0009337"	"associated"	"uniprot.Q6V0I7"
"mondo.0004976"	"associated"	"uniprot.Q13501"
"mondo.0100213"	"associated"	"uniprot.O43462"
"drugbank.DB00669"	"SE"	"meddra.10011703"
"mondo.0014464"	"symptom"	"hpo.0001298"
"drugbank.DB01268"	"target"	"uniprot.Q16832"
"drugbank.DB00625"	"SE"	"meddra.10033864"
"drugbank.DB08865"	"target"	"uniprot.Q06187"
"mondo.0008383"	"associated"	"uniprot.Q92887"
"mondo.0012429"	"associated"	"uniprot.Q9NSU2"
"drugbank.DB00770"	"target"	"uniprot.P43116"
"mondo.0014935"	"symptom"	"hpo.0010307"
"mondo.0011945"	"symptom"	"hpo.0002104"
"mondo.0014993"	"associated"	"uniprot.Q8WU10"
"drugbank.DB01254"	"target"	"uniprot.Q9H3Y6"
"mondo.0007243"	"associated"	"uniprot.P01106"
"mondo.0013910"	"symptom"	"hpo.0000458"
"drugbank.DB06413"	"SE"	"meddra.10036142"
"drugbank.DB00697"	"SE"	"meddra.10027162"
"drugbank.DB04868"	"target"	"uniprot.P07451"
"mondo.0006292"	"associated"	"uniprot.P15941"
"mondo.0007950"	"symptom"	"hpo.0005558"
"drugbank.DB08911"	"SE"	"meddra.10034016"
"mondo.0014453"	"symptom"	"hpo.0005550"
"mondo.0008742"	"symptom"	"hpo.0004808"
"mondo.0019171"	"associated"	"uniprot.P56539"
"mondo.0018969"	"associated"	"uniprot.P13500"
"mondo.0008428"	"associated"	"uniprot.P41225"
"drugbank.DB06616"	"target"	"uniprot.P00519"
"mondo.0009352"	"associated"	"uniprot.Q9UBK8"
"mondo.0018874"	"associated"	"uniprot.Q01851"
"mondo.0006292"	"associated"	"uniprot.P22676"
"mondo.0013975"	"symptom"	"hpo.0001806"
"mondo.0009478"	"symptom"	"hpo.0002138"
"mondo.0008457"	"associated"	"uniprot.Q99700"
"mondo.0013200"	"symptom"	"hpo.0002875"
"mondo.0011264"	"symptom"	"hpo.0000473"
"mondo.0012866"	"symptom"	"hpo.0002607"
"mondo.0019338"	"symptom"	"hpo.0001386"
"mondo.0007959"	"associated"	"uniprot.Q14526"
"drugbank.DB01186"	"SE"	"meddra.10010071"
"drugbank.DB00563"	"target"	"uniprot.P08183"
"mondo.0017366"	"symptom"	"hpo.0005584"
"drugbank.DB00555"	"SE"	"meddra.10072413"
"mondo.0060583"	"symptom"	"hpo.0002633"
"mondo.0060578"	"associated"	"uniprot.Q9UGM6"
"mondo.0009949"	"symptom"	"hpo.0002169"
"drugbank.DB01186"	"SE"	"meddra.10020910"
"drugbank.DB14570"	"SE"	"meddra.10036603"
"mondo.0011989"	"associated"	"uniprot.P01579"
"mondo.0008133"	"associated"	"uniprot.Q9H6K4"
"mondo.0011581"	"symptom"	"hpo.0004756"
"mondo.0014421"	"symptom"	"hpo.0000876"
"drugbank.DB00585"	"SE"	"meddra.10001906"
"drugbank.DB00982"	"SE"	"meddra.10020698"
"drugbank.DB01136"	"target"	"uniprot.P05067"
"drugbank.DB01149"	"SE"	"meddra.10037576"
"mondo.0013778"	"symptom"	"hpo.0011423"
"mondo.0012536"	"associated"	"uniprot.O75718"
"drugbank.DB00882"	"target"	"uniprot.P04626"
"drugbank.DB06626"	"SE"	"meddra.10008114"
"mondo.0011871"	"symptom"	"hpo.0002186"
"mondo.0010747"	"associated"	"uniprot.P21675"
"mondo.0000211"	"symptom"	"hpo.0002063"
"mondo.0019201"	"symptom"	"hpo.0001663"
"mondo.0007273"	"associated"	"uniprot.Q99643"
"mondo.0007187"	"symptom"	"hpo.0025318"
"mondo.0011833"	"symptom"	"hpo.0001300"
"drugbank.DB00268"	"SE"	"meddra.10018491"
"mondo.0009928"	"symptom"	"hpo.0011947"
"drugbank.DB00481"	"target"	"uniprot.P31645"
"drugbank.DB00349"	"SE"	"meddra.10012218"
"drugbank.DB01184"	"target"	"uniprot.P35368"
"drugbank.DB00661"	"target"	"uniprot.O15244"
"mondo.0014353"	"symptom"	"hpo.0025615"
"mondo.0010483"	"associated"	"uniprot.Q5QGS0"
"mondo.0019542"	"associated"	"uniprot.P14210"
"drugbank.DB05294"	"SE"	"meddra.10009887"
"drugbank.DB01198"	"SE"	"meddra.10037576"
"mondo.0020783"	"associated"	"uniprot.P20936"
"mondo.0019200"	"associated"	"uniprot.O00294"
"drugbank.DB00811"	"SE"	"meddra.10036105"
"mondo.0019078"	"symptom"	"hpo.0000126"
"mondo.0100164"	"associated"	"uniprot.P40763"
"drugbank.DB06589"	"target"	"uniprot.Q9Y616"
"mondo.0016485"	"associated"	"uniprot.P58418"
"mondo.0008487"	"associated"	"uniprot.O95972"
"mondo.0012312"	"symptom"	"hpo.0001645"
"mondo.0014123"	"symptom"	"hpo.0100750"
"drugbank.DB00459"	"SE"	"meddra.10020604"
"mondo.0010870"	"symptom"	"hpo.0002312"
"mondo.0016333"	"associated"	"uniprot.Q14896"
"mondo.0018996"	"associated"	"uniprot.Q8WYR1"
"drugbank.DB00934"	"target"	"uniprot.P08172"
"mondo.0019200"	"symptom"	"hpo.0000563"
"drugbank.DB06203"	"SE"	"meddra.10000804"
"mondo.0008753"	"symptom"	"hpo.0100550"
"mondo.0010149"	"symptom"	"hpo.0001972"
"mondo.0009650"	"symptom"	"hpo.0001609"
"mondo.0008303"	"associated"	"uniprot.Q13064"
"drugbank.DB01175"	"SE"	"meddra.10013952"
"drugbank.DB04855"	"target"	"uniprot.Q9Y3Q4"
"drugbank.DB01100"	"SE"	"meddra.10058483"
"mondo.0005580"	"associated"	"uniprot.O15550"
"drugbank.DB00909"	"target"	"uniprot.P43166"
"mondo.0014963"	"associated"	"uniprot.Q76L83"
"mondo.0008383"	"associated"	"uniprot.Q6UX72"
"mondo.0012382"	"associated"	"uniprot.Q16836"
"mondo.0013928"	"associated"	"uniprot.Q9ULV3"
"mondo.0017147"	"associated"	"uniprot.P40337"
"drugbank.DB00697"	"SE"	"meddra.10046593"
"mondo.0015517"	"symptom"	"hpo.0002665"
"mondo.0007435"	"associated"	"uniprot.Q6VVB1"
"mondo.0016033"	"symptom"	"hpo.0001387"
"mondo.0010015"	"symptom"	"hpo.0007957"
"mondo.0017201"	"associated"	"uniprot.P01189"
"mondo.0019091"	"associated"	"uniprot.P10599"
"drugbank.DB08916"	"target"	"uniprot.P12931"
"drugbank.DB01137"	"target"	"uniprot.Q96FL8"
"mondo.0008918"	"associated"	"uniprot.O43772"
"drugbank.DB01156"	"SE"	"meddra.10020112"
"mondo.0013791"	"symptom"	"hpo.0001342"
"mondo.0018969"	"associated"	"uniprot.P23760"
"mondo.0009656"	"symptom"	"hpo.0001640"
"mondo.0010132"	"associated"	"uniprot.Q92911"
"mondo.0014023"	"symptom"	"hpo.0002375"
"drugbank.DB00268"	"SE"	"meddra.10020850"
"mondo.0013839"	"symptom"	"hpo.0010307"
"mondo.0010828"	"symptom"	"hpo.0000618"
"mondo.0009339"	"symptom"	"hpo.0002904"
"drugbank.DB00323"	"SE"	"meddra.10033131"
"mondo.0006292"	"associated"	"uniprot.Q9UL16"
"mondo.0011150"	"symptom"	"hpo.0100578"
"mondo.0023122"	"associated"	"uniprot.Q6ZSZ6"
"mondo.0009218"	"symptom"	"hpo.0000608"
"mondo.0013171"	"symptom"	"hpo.0002665"
"mondo.0009693"	"associated"	"uniprot.P01106"
"mondo.0007566"	"symptom"	"hpo.0002664"
"drugbank.DB01254"	"target"	"uniprot.Q9H2K8"
"mondo.0018997"	"associated"	"uniprot.P01116"
"mondo.0009823"	"associated"	"uniprot.Q53H12"
"drugbank.DB01208"	"SE"	"meddra.10002948"
"mondo.0010187"	"symptom"	"hpo.0031364"
"drugbank.DB00924"	"target"	"uniprot.P50406"
"mondo.0009934"	"symptom"	"hpo.0410030"
"mondo.0009723"	"associated"	"uniprot.O75489"
"mondo.0014870"	"symptom"	"hpo.0001539"
"mondo.0033613"	"associated"	"uniprot.Q9UEY8"
"drugbank.DB00343"	"target"	"uniprot.P28223"
"drugbank.DB00480"	"SE"	"meddra.10036058"
"mondo.0031446"	"associated"	"uniprot.P07099"
"drugbank.DB01254"	"target"	"uniprot.P29317"
"mondo.0013005"	"symptom"	"hpo.0000805"
"mondo.0011304"	"symptom"	"hpo.0001009"
"mondo.0011719"	"associated"	"uniprot.Q4KMG0"
"drugbank.DB00530"	"target"	"uniprot.P09769"
"mondo.0012864"	"symptom"	"hpo.0000752"
"drugbank.DB00688"	"SE"	"meddra.10020907"
"mondo.0014641"	"symptom"	"hpo.0000741"
"drugbank.DB01024"	"SE"	"meddra.10003445"
"mondo.0010310"	"symptom"	"hpo.0001650"
"mondo.0014724"	"associated"	"uniprot.Q96GX1"
"mondo.0014569"	"symptom"	"hpo.0003470"
"mondo.0013426"	"symptom"	"hpo.0001699"
"mondo.0011377"	"symptom"	"hpo.0004756"
"mondo.0010745"	"associated"	"uniprot.P15976"
"drugbank.DB00480"	"SE"	"meddra.10020200"
"mondo.0011017"	"symptom"	"hpo.0000962"
"mondo.0014834"	"symptom"	"hpo.0002310"
"mondo.0018053"	"associated"	"uniprot.Q8TAP9"
"mondo.0017623"	"associated"	"uniprot.P60484"
"mondo.0007191"	"symptom"	"hpo.0001097"
"mondo.0005502"	"symptom"	"hpo.0001342"
"mondo.0017366"	"symptom"	"hpo.0001342"
"drugbank.DB01208"	"SE"	"meddra.10007617"
"mondo.0008854"	"symptom"	"hpo.0009806"
"drugbank.DB00307"	"SE"	"meddra.10019523"
"mondo.0013808"	"symptom"	"hpo.0002653"
"mondo.0007048"	"associated"	"uniprot.P16615"
"drugbank.DB00624"	"SE"	"meddra.10030300"
"drugbank.DB06589"	"target"	"uniprot.P42684"
"mondo.0021055"	"associated"	"uniprot.P25054"
"drugbank.DB00909"	"SE"	"meddra.10027162"
"mondo.0008018"	"symptom"	"hpo.0003002"
"drugbank.DB01024"	"SE"	"meddra.10009887"
"mondo.0014681"	"symptom"	"hpo.0000853"
"drugbank.DB00669"	"SE"	"meddra.10003601"
"mondo.0019600"	"symptom"	"hpo.0000656"
"drugbank.DB00545"	"SE"	"meddra.10028836"
"mondo.0008963"	"symptom"	"hpo.0011900"
"mondo.0001187"	"associated"	"uniprot.P43362"
"mondo.0011719"	"associated"	"uniprot.P83731"
"mondo.0009610"	"symptom"	"hpo.0001259"
"mondo.0014391"	"symptom"	"hpo.0011947"
"mondo.0011996"	"associated"	"uniprot.P09211"
"mondo.0008199"	"associated"	"uniprot.P00326"
"drugbank.DB01254"	"target"	"uniprot.Q99759"
"mondo.0014527"	"symptom"	"hpo.0001402"
"drugbank.DB00588"	"SE"	"meddra.10047924"
"mondo.0011403"	"symptom"	"hpo.0001645"
"drugbank.DB00783"	"SE"	"meddra.10033132"
"drugbank.DB00398"	"target"	"uniprot.P53671"
"mondo.0010820"	"associated"	"uniprot.P01213"
"mondo.0016484"	"symptom"	"hpo.0100753"
"mondo.0013351"	"associated"	"uniprot.Q9NVC6"
"mondo.0016256"	"symptom"	"hpo.0002024"
"drugbank.DB01222"	"SE"	"meddra.10047924"
"mondo.0009711"	"symptom"	"hpo.0000602"
"mondo.0008487"	"associated"	"uniprot.Q04828"
"mondo.0007269"	"symptom"	"hpo.0004749"
"drugbank.DB00285"	"SE"	"meddra.10028836"
"mondo.0009503"	"symptom"	"hpo.0002273"
"mondo.0018954"	"symptom"	"hpo.0001695"
"mondo.0009623"	"symptom"	"hpo.0001890"
"mondo.0013325"	"associated"	"uniprot.Q9UP83"
"mondo.0009627"	"symptom"	"hpo.0000093"
"mondo.0014404"	"symptom"	"hpo.0003228"
"drugbank.DB01080"	"SE"	"meddra.10039729"
"mondo.0010507"	"symptom"	"hpo.0000752"
"mondo.0010463"	"symptom"	"hpo.0000962"
"mondo.0013810"	"symptom"	"hpo.0001396"
"drugbank.DB00656"	"SE"	"meddra.10044066"
"drugbank.DB08865"	"target"	"uniprot.P51451"
"drugbank.DB01268"	"target"	"uniprot.Q00537"
"mondo.0010561"	"symptom"	"hpo.0002035"
"mondo.0013293"	"associated"	"uniprot.P0CW18"
"mondo.0800026"	"associated"	"uniprot.P50553"
"mondo.0017185"	"symptom"	"hpo.0000980"
"drugbank.DB01072"	"SE"	"meddra.10024608"
"mondo.0014547"	"associated"	"uniprot.Q96I59"
"mondo.0011783"	"symptom"	"hpo.0000541"
"drugbank.DB01100"	"target"	"uniprot.Q99720"
"mondo.0005711"	"associated"	"uniprot.P01588"
"drugbank.DB01129"	"SE"	"meddra.10013864"
"drugbank.DB00230"	"SE"	"meddra.10014743"
"drugbank.DB00215"	"SE"	"meddra.10021013"
"mondo.0005029"	"associated"	"uniprot.P09038"
"drugbank.DB00679"	"target"	"uniprot.P35367"
"drugbank.DB01238"	"target"	"uniprot.P08183"
"mondo.0018604"	"symptom"	"hpo.0001402"
"mondo.0009050"	"symptom"	"hpo.0025017"
"mondo.0060578"	"symptom"	"hpo.0000646"
"drugbank.DB01262"	"SE"	"meddra.10011283"
"drugbank.DB01039"	"target"	"uniprot.Q01959"
"drugbank.DB01156"	"SE"	"meddra.10033864"
"mondo.0019266"	"associated"	"uniprot.P01375"
"mondo.0011215"	"symptom"	"hpo.0002901"
"drugbank.DB00310"	"target"	"uniprot.P00918"
"drugbank.DB13944"	"SE"	"meddra.10034721"
"mondo.0014698"	"associated"	"uniprot.Q8NB90"
"drugbank.DB01097"	"SE"	"meddra.10003285"
"mondo.0014935"	"symptom"	"hpo.0100279"
"drugbank.DB00966"	"target"	"uniprot.P50052"
"drugbank.DB01268"	"target"	"uniprot.P11802"
"drugbank.DB06218"	"SE"	"meddra.10021649"
"mondo.0010820"	"associated"	"uniprot.P54098"
"drugbank.DB04946"	"target"	"uniprot.P21728"
"mondo.0014625"	"symptom"	"hpo.0002311"
"drugbank.DB00678"	"target"	"uniprot.P12821"
"mondo.0008458"	"associated"	"uniprot.O00567"
"mondo.0008310"	"symptom"	"hpo.0001714"
"mondo.0012528"	"symptom"	"hpo.0004409"
"mondo.0014464"	"associated"	"uniprot.Q16698"
"mondo.0008487"	"associated"	"uniprot.Q96HA7"
"mondo.0018874"	"associated"	"uniprot.Q9BYV9"
"drugbank.DB04868"	"target"	"uniprot.P35218"
"drugbank.DB00268"	"SE"	"meddra.10029148"
"mondo.0010747"	"symptom"	"hpo.0011951"
"mondo.0010555"	"associated"	"uniprot.P51690"
"drugbank.DB01254"	"SE"	"meddra.10022992"
"drugbank.DB00583"	"SE"	"meddra.10020647"
"drugbank.DB00876"	"target"	"uniprot.P30556"
"mondo.0009478"	"symptom"	"hpo.0002301"
"drugbank.DB00808"	"SE"	"meddra.10027423"
"mondo.0010645"	"symptom"	"hpo.0000704"
"drugbank.DB00343"	"SE"	"meddra.10019493"
"mondo.0010953"	"symptom"	"hpo.0001909"
"mondo.0015780"	"symptom"	"hpo.0002575"
"mondo.0009479"	"associated"	"uniprot.Q8IWV7"
"mondo.0019514"	"symptom"	"hpo.0002878"
"mondo.0006292"	"associated"	"uniprot.Q9Y678"
"mondo.0008660"	"associated"	"uniprot.Q9GZV9"
"drugbank.DB00710"	"SE"	"meddra.10039705"
"mondo.0009287"	"symptom"	"hpo.0000097"
"mondo.0008854"	"associated"	"uniprot.Q9H0F7"
"drugbank.DB00230"	"SE"	"meddra.10043248"
"drugbank.DB00740"	"SE"	"meddra.10034674"
"mondo.0006292"	"symptom"	"hpo.0002098"
"mondo.0008853"	"symptom"	"hpo.0000998"
"mondo.0009563"	"symptom"	"hpo.0001946"
"mondo.0014553"	"symptom"	"hpo.0001097"
"mondo.0014545"	"symptom"	"hpo.0001266"
"mondo.0014464"	"symptom"	"hpo.0002445"
"mondo.0009728"	"associated"	"uniprot.Q68DC2"
"mondo.0100164"	"associated"	"uniprot.Q14654"
"mondo.0013692"	"symptom"	"hpo.0002858"
"drugbank.DB00804"	"SE"	"meddra.10012260"
"mondo.0014975"	"symptom"	"hpo.0000012"
"drugbank.DB00370"	"SE"	"meddra.10042458"
"mondo.0009757"	"associated"	"uniprot.P38571"
"mondo.0012839"	"associated"	"uniprot.Q99836"
"drugbank.DB01268"	"target"	"uniprot.Q12809"
"drugbank.DB08873"	"target"	"uniprot.P07711"
"mondo.0018556"	"associated"	"uniprot.Q4J6C6"
"mondo.0009821"	"symptom"	"hpo.0002878"
"mondo.0014723"	"symptom"	"hpo.0000763"
"drugbank.DB01100"	"target"	"uniprot.P28223"
"mondo.0020492"	"associated"	"uniprot.P42345"
"drugbank.DB00353"	"target"	"uniprot.P41595"
"mondo.0014953"	"symptom"	"hpo.0000546"
"mondo.0019162"	"associated"	"uniprot.P51170"
"drugbank.DB01254"	"target"	"uniprot.P21860"
"mondo.0019810"	"symptom"	"hpo.0000618"
"drugbank.DB05294"	"target"	"uniprot.P29322"
"drugbank.DB01224"	"SE"	"meddra.10002942"
"mondo.0016596"	"associated"	"uniprot.Q96FM1"
"mondo.0009290"	"symptom"	"hpo.0002875"
"drugbank.DB06605"	"SE"	"meddra.10060544"
"mondo.0008383"	"associated"	"uniprot.P42166"
"mondo.0014959"	"symptom"	"hpo.0003128"
"drugbank.DB00248"	"target"	"uniprot.P25100"
"mondo.0007589"	"symptom"	"hpo.0100832"
"drugbank.DB01043"	"SE"	"meddra.10019523"
"mondo.0009823"	"symptom"	"hpo.0001942"
"mondo.0013875"	"symptom"	"hpo.0003128"
"mondo.0020718"	"associated"	"uniprot.P21333"
"mondo.0016419"	"associated"	"uniprot.Q92878"
"mondo.0014948"	"associated"	"uniprot.P48444"
"drugbank.DB00906"	"SE"	"meddra.10008121"
"drugbank.DB00396"	"SE"	"meddra.10041687"
"drugbank.DB01013"	"SE"	"meddra.10043189"
"mondo.0005828"	"associated"	"uniprot.P01375"
"mondo.0012586"	"symptom"	"hpo.0001645"
"drugbank.DB06626"	"target"	"uniprot.Q92918"
"mondo.0008383"	"associated"	"uniprot.P42898"
"mondo.0008305"	"symptom"	"hpo.0004796"
"mondo.0007959"	"associated"	"uniprot.O15169"
"mondo.0010035"	"symptom"	"hpo.0000104"
"mondo.0010150"	"associated"	"uniprot.P14635"
"mondo.0007916"	"symptom"	"hpo.0001698"
"mondo.0008876"	"associated"	"uniprot.P13051"
"mondo.0014762"	"associated"	"uniprot.Q8N119"
"drugbank.DB01041"	"SE"	"meddra.10034010"
"mondo.0013276"	"symptom"	"hpo.0200042"
"drugbank.DB00422"	"SE"	"meddra.10007515"
"mondo.0010046"	"symptom"	"hpo.0002607"
"drugbank.DB00734"	"target"	"uniprot.P25021"
"mondo.0011093"	"symptom"	"hpo.0100769"
"drugbank.DB01254"	"target"	"uniprot.P12931"
"mondo.0014000"	"associated"	"uniprot.Q9NYJ8"
"mondo.0011096"	"associated"	"uniprot.P11912"
"mondo.0001187"	"associated"	"uniprot.Q13315"
"drugbank.DB00924"	"SE"	"meddra.10033864"
"mondo.0014280"	"symptom"	"hpo.0001888"
"mondo.0014585"	"symptom"	"hpo.0010628"
"mondo.0014912"	"symptom"	"hpo.0009125"
"mondo.0008322"	"symptom"	"hpo.0000763"
"drugbank.DB08865"	"target"	"uniprot.Q16288"
"mondo.0019200"	"associated"	"uniprot.Q03395"
"mondo.0011895"	"symptom"	"hpo.0001433"
"mondo.0008759"	"symptom"	"hpo.0002063"
"mondo.0000179"	"symptom"	"hpo.0008064"
"mondo.0009364"	"associated"	"uniprot.O43505"
"drugbank.DB00962"	"SE"	"meddra.10023391"
"mondo.0009532"	"associated"	"uniprot.Q99583"
"drugbank.DB00268"	"SE"	"meddra.10015000"
"drugbank.DB00422"	"target"	"uniprot.P18825"
"mondo.0007872"	"symptom"	"hpo.0000104"
"mondo.0004976"	"associated"	"uniprot.P09211"
"mondo.0008752"	"symptom"	"hpo.0100716"
"drugbank.DB06403"	"SE"	"meddra.10039163"
"drugbank.DB00461"	"SE"	"meddra.10017822"
"mondo.0018177"	"associated"	"uniprot.P24941"
"mondo.0011240"	"associated"	"uniprot.P42336"
"mondo.0018570"	"symptom"	"hpo.0003072"
"mondo.0008172"	"symptom"	"hpo.0001061"
"drugbank.DB01110"	"target"	"uniprot.P21554"
"drugbank.DB00997"	"SE"	"meddra.10047281"
"drugbank.DB00252"	"SE"	"meddra.10023391"
"mondo.0009705"	"symptom"	"hpo.0001645"
"mondo.0008948"	"symptom"	"hpo.0000717"
"mondo.0000141"	"symptom"	"hpo.0007957"
"drugbank.DB01242"	"SE"	"meddra.10006578"
"mondo.0008306"	"symptom"	"hpo.0002063"
"drugbank.DB00661"	"target"	"uniprot.P08684"
"mondo.0014047"	"symptom"	"hpo.0100646"
"mondo.0019591"	"symptom"	"hpo.0000141"
"drugbank.DB01137"	"SE"	"meddra.10002653"
"drugbank.DB00864"	"SE"	"meddra.10034474"
"drugbank.DB00489"	"target"	"uniprot.Q12809"
"drugbank.DB01238"	"target"	"uniprot.P28222"
"drugbank.DB08865"	"target"	"uniprot.P35590"
"mondo.0011989"	"symptom"	"hpo.0003073"
"mondo.0009563"	"symptom"	"hpo.0002181"
"drugbank.DB01175"	"SE"	"meddra.10020667"
"mondo.0008491"	"symptom"	"hpo.0002063"
"mondo.0012483"	"symptom"	"hpo.0000980"
"mondo.0018874"	"associated"	"uniprot.O75533"
"mondo.0013791"	"symptom"	"hpo.0000618"
"mondo.0010683"	"associated"	"uniprot.P21817"
"drugbank.DB06819"	"target"	"uniprot.Q9BY41"
"mondo.0009109"	"symptom"	"hpo.0040223"
"drugbank.DB08873"	"SE"	"meddra.10029410"
"mondo.0011299"	"symptom"	"hpo.0002063"
"mondo.0800437"	"symptom"	"hpo.0000602"
"mondo.0015025"	"symptom"	"hpo.0002558"
"drugbank.DB00370"	"SE"	"meddra.10007632"
"drugbank.DB01165"	"SE"	"meddra.10036142"
"mondo.0018963"	"symptom"	"hpo.0000961"
"drugbank.DB01002"	"target"	"uniprot.Q9UK17"
"drugbank.DB00480"	"SE"	"meddra.10046593"
"mondo.0015705"	"associated"	"uniprot.P68133"
"mondo.0008519"	"associated"	"uniprot.P43026"
"mondo.0014608"	"associated"	"uniprot.P25101"
"mondo.0018906"	"symptom"	"hpo.0200036"
"mondo.0008638"	"symptom"	"hpo.0002619"
"drugbank.DB00215"	"SE"	"meddra.10007515"
"mondo.0009176"	"associated"	"uniprot.Q7Z403"
"mondo.0013402"	"associated"	"uniprot.P54845"
"mondo.0019006"	"associated"	"uniprot.Q9BW27"
